precio;superficie;habitaciones;ascensor;banos;aire_acond;balcon;terraza;renta;longevidad;educ_sup;presion_mig;hospital;metro;universidad;autobus_interurbano;autobus_local;policia_local
132000;90;3;1;2;0;0;0;13154;20.559;325.874.126;41.958.042;0.439907352104685;410.463.633.235.388;407.151.232.747.641;0.480489787027756;0.675348599001082;147.587.635.372.898
30000;53;2;0;1;0;0;0;6294;19.765;81.081.081;230.769.231;0.37128448548632;0.472523586205496;0.376585790749685;199.620.156.770.967;0.532671800004801;0.55326999693872
73000;55;3;0;1;0;0;1;6733;20.319;82.901.554;51.679.587;0.158646898740362;0.392531599091177;0.181464075600523;234.658.762.499.758;0.773772664544485;0.777804257499231
86000;76;3;0;1;0;1;1;12420;28.763;293.209.877;12.345.679;0.347788564013445;318.101.607.664.025;0.383379904274807;245.832.033.193.958;0.211694361892487;0.734191095867368
115200;219;3;0;1;0;0;0;8299;25.195;108.540.925;46.263.345;0.186186579847781;607.474.491.935.274;591.102.155.959.701;139.822.652.539.655;23.635.269.330.665;335.922.109.886.573
115200;219;3;0;1;0;0;0;8299;25.195;108.540.925;46.263.345;0.152039963016149;609.800.537.676.813;591.815.552.769.826;143.334.209.431.248;238.566.395.136.376;339.327.424.191.026
86000;68;2;0;1;0;0;0;12420;28.763;293.209.877;12.345.679;0.343582758401954;319.004.835.917.183;0.388792573469307;245.585.154.569.288;0.223676660149952;0.750164820091094
40000;58;3;0;1;0;0;0;5659;19.795;5.124.451;243.045.388;0.395204360138571;0.244844638004577;109.239.970.218.395;148.507.455.428.527;12.720.502.086.216;0.293164305835036
83600;170;4;0;2;0;0;0;6328;21.76;59.615.385;143.953.935;0.178470804459456;0.503590556057799;124.455.428.911.343;16.150.884.127.591;160.557.395.281.446;0.543597791245583
450000;218;6;1;2;0;1;1;17054;32.558;483.805.668;28.282.828;0.210122426475396;0.168937841391338;0.372639885961039;110.822.150.116.105;0.0710843615135158;0.997188116459497
97000;77;4;0;3;0;0;0;9430;37.931;145.552.561;34.946.237;0.0718804450972419;407.220.080.702.709;230.188.057.084.424;0.971426036361225;0.492000667709551;200.228.916.442.631
450000;165;4;1;2;1;0;1;17218;43.327;498.652.291;0.8086253;0.275725784652778;122.983.214.573.475;0.890745420435576;131.391.417.211.521;0.726925433016639;126.368.511.253.216
226000;107;4;0;3;0;0;0;17428;47.802;45.526.839;11.928.429;0.225021715295197;132.819.550.607.281;0.777953845452793;142.926.588.352.986;0.789893476056206;125.257.794.472.493
140000;79;3;0;1;1;0;1;9465;30.764;192.816.635;75.471.698;0.197918468214929;0.227474334429875;0.203544621101714;213.458.195.836.077;102.806.448.893.958;0.601608276584007
136000;85;2;0;1;0;0;0;11554;36.58;250.755.287;0.9090909;0.715436217877412;216.852.012.893.136;182.221.013.954.221;298.162.537.105.666;0.291267198153132;0.725746412076997
145000;130;3;0;1;0;0;0;10179;10.12;301.075.269;29.185.868;0.955697849864404;436.590.390.711.854;164.903.897.709.947;142.472.103.077.014;0.337325119629568;18.407.879.812.653
121000;90;3;0;2;0;0;0;9290;31.25;155.619.597;40.345.821;0.605231174721139;452.769.218.464.056;455.022.557.842.759;0.680087885054409;156.747.264.768.191;137.554.437.108.553
126000;85;2;0;1;0;0;0;10119;38.182;186.842.105;39.577.836;0.304494706712895;0.231949917493596;107.568.145.456.606;144.297.084.696.681;114.220.953.887.207;0.290411352447804
112000;77;2;0;1;0;0;0;17336;34.963;47.5;19.677.996;10.470.868.461.158;120.164.003.124.071;119.367.895.770.988;164.852.820.532.459;0.294426906987428;0.910697365675791
120000;70;2;0;1;0;0;0;8250;12.977;203.225.806;19.354.839;0.958582532232768;437.346.181.003.415;444.445.725.766.044;122.117.256.150.814;192.985.623.540.072;111.034.014.517.933
123000;77;2;0;1;0;0;0;9670;40.737;160.206.718;18.041.237;0.321293566629041;448.222.342.144.094;268.485.195.858.083;0.683518711025698;0.567382725801214;24.216.900.604.275
115000;84;2;0;1;0;0;0;8667;28.152;127.272.727;47.272.727;0.187327857084184;431.650.962.475.919;428.271.854.167.086;0.350660331352262;0.942903363611855;149.352.271.666.519
403000;122;3;1;2;0;1;0;18255;29.893;505.747.126;8.045.977;0.736359441313698;109.620.374.711.831;0.0939086638114697;0.978055034826632;131.421.855.435.438;0.995138926179078
123000;77;3;1;1;0;0;1;9670;40.737;160.206.718;18.041.237;0.20035819283324;438.239.799.098.938;265.468.668.602.357;0.803595130587991;0.61586861461442;236.378.756.590.832
350000;170;4;1;2;0;0;1;16741;30.451;494.305.239;6.833.713;0.375569592161367;0.380602193169701;0.310514435830903;181.800.598.593.252;0.387143949650699;0.328306949331497
235000;90;4;0;2;0;0;0;12944;37.723;317.647.059;11.741.683;0.771035283688401;300.883.238.789.689;175.351.957.520.214;210.607.211.938.779;0.937049250571026;148.649.746.123.091
226000;108;3;1;1;0;0;1;17428;47.802;45.526.839;11.928.429;0.212113505052784;135.251.403.859.355;0.753325198583997;145.029.028.202.608;0.810866044381123;122.836.647.668.823
29000;48;1;0;1;0;0;0;4686;16.481;17.595.308;46.920.821;0.373781009449742;467.594.261.335.203;498.311.751.879.135;0.406580271351995;0.0969932917160989;294.279.479.793.878
469000;157;3;1;2;1;0;0;16798;28.049;492.537.313;5.952.381;0.817809542269406;17.209.552.212.706;0.641207085671382;0.898028107538024;0.790617291867162;0.535069298657194
40500;72;3;0;1;0;0;0;4189;11.105;19.169.329;76.677.316;0.272822045790902;181.613.687.454.444;112.338.505.000.215;1.411.476.116.604;0.700127810120789;161.955.306.050.822
270000;270;4;0;2;0;0;0;11646;30.028;220.930.233;66.860.465;0.685013237690617;0.747871462172276;0.689018746778919;210.851.760.430.584;0.705313598028536;0.841100070835296
37500;66;2;1;1;0;0;0;4189;15.841;25.252.525;60.606.061;0.191083371985814;211.532.847.920.069;0.902944608378455;16.954.369.147.381;0.816004136795709;165.132.131.353.726
193000;98;3;1;2;0;0;1;13677;40.208;324.723.247;35.055.351;0.424373148262458;238.091.156.868.636;144.168.823.438.184;272.176.727.646.465;0.639967665155845;112.862.486.919.401
87900;92;3;0;1;1;1;0;8587;18.696;143.459.916;37.974.684;0.307507977793278;566.112.506.396.629;308.322.559.427.829;101.963.598.432.635;0.304639619334878;32.019.628.313.077
43500;50;3;0;1;0;0;0;5892;19.669;6.557.377;205.882.353;0.722626892908374;0.642638743244511;0.742306945934398;20.384.731.694.633;0.15466603711992;0.377931638134553
23000;100;3;0;1;1;0;0;8343;13.758;183.291.771;249.066;0.732517705077147;148.569.047.155.371;157.732.938.755.141;0.947015048982396;0.560102798306132;182.855.931.798.933
76000;108;3;0;2;0;1;0;7311;28.193;77.409.163;22.082.019;0.50338207322466;411.713.747.679.056;438.243.158.963.762;11.953.253.225.775;0.451640917747742;206.713.150.681.229
490000;185;4;1;2;0;0;0;21316;38.306;570.351.759;12.562.814;0.53240490122651;0.535499101237524;0.46501581324084;1.857.312.315.732;0.526655362626674;0.482085866645562
98200;82;3;0;1;0;0;0;9783;34.74;159.448.819;72.834.646;0.471254590048802;0.0968240245555272;0.799691914252353;170.293.386.247.451;125.194.637.998.732;0.100531584010496
58000;67;3;0;1;0;0;0;5256;21.447;39.622.642;126.415.094;0.46948837864307;340.827.258.243.229;116.657.654.536.349;175.371.006.995.012;0.427585615467149;0.98301412403811
99000;131;3;0;1;0;0;1;7820;17.528;139.372.822;59.336.824;0.765010033940358;377.260.016.755.882;403.832.148.512.708;138.772.855.918.775;0.239442400754391;186.701.609.589.424
99200;152;4;0;1;0;0;0;7820;17.528;139.372.822;59.336.824;0.89179902972351;379.731.021.402.719;404.503.545.268.842;13.779.193.151.502;0.462273874243103;168.797.299.863.191
78000;78;2;0;1;0;0;0;6518;22.765;60.714.286;76.785.714;0.295010063596096;159.113.794.189.101;106.406.656.697.855;154.798.938.941.436;0.47024052368344;115.979.352.956.892
33000;48;1;0;1;0;0;0;9593;20.218;204.439.252;127.336.449;0.405428429845634;0.566224382687747;0.38762287597937;186.519.787.116.201;0.529198316178054;0.703279064475121
34100;45;1;0;1;0;0;0;6328;21.76;59.615.385;143.953.935;0.181345065348494;0.438949946117067;115.179.813.159.554;164.724.548.419.267;157.022.905.243.397;0.452354347916482
49500;66;2;0;1;0;0;0;4723;21.165;42.440.318;100.529.101;0.101069299244127;189.387.557.034.399;0.935662997467366;158.644.939.795.285;0.749342791159887;146.589.317.228.134
33000;57;3;0;1;0;0;0;5033;17.962;41.584.158;269.306.931;0.592705011947867;0.448852232677467;0.624823441529182;219.148.131.443.049;0.27167406420815;0.238894258637111
59000;71;2;0;1;0;0;0;4723;21.165;42.440.318;100.529.101;0.185266926442073;185.698.166.718.061;0.872932666769985;16.496.761.306.994;0.710661024871793;131.452.921.037.274
403000;122;4;0;2;0;0;0;18703;30.609;493.181.818;81.818.182;0.389659120423375;1.034.222.191.577;0.381398278086854;0.638258168604304;103.947.381.165.625;10.895.823.498.967
86000;68;2;0;1;0;0;0;10110;29.133;254.125.413;161.716.172;0.317532235953512;320.473.408.915.681;0.413970371366487;242.534.015.781.012;0.181918565338037;0.728699321670207
71000;107;3;0;1;0;0;0;7995;26.106;142.857.143;156.682.028;0.153515475450088;338.555.844.689.525;0.787993971476299;205.113.814.931.166;0.162564881167659;0.852870236650705
87000;74;2;0;1;0;0;0;13154;20.559;325.874.126;41.958.042;0.485384759263494;40.161.333.805.626;398.578.471.375.102;0.625558447214311;0.812151994600089;125.528.882.083.153
193000;98;3;0;1;0;0;0;12387;30.584;323.660.714;29.017.857;0.45343233560919;267.272.578.915.434;148.238.686.703.714;239.574.066.634.265;0.823050518919484;128.566.449.569.854
120000;70;2;0;1;0;0;0;9586;8.265;267.665.953;38.543.897;0.734824446827714;410.172.308.864.654;419.234.331.806.787;15.115.299.591.097;194.006.707.213.022;0.839069850567628
40000;72;2;0;1;0;0;0;4723;21.165;42.440.318;100.529.101;0.225703662150234;176.792.121.117.789;103.054.177.650.249;148.786.074.306.355;0.624072443705277;144.208.932.102.373
99000;114;2;0;1;0;0;0;7820;17.528;139.372.822;59.336.824;0.988235685277705;360.670.522.174.184;386.048.545.403.113;119.703.814.648.854;0.294005899263562;165.502.170.665.965
135000;103;3;0;1;0;0;0;10179;10.12;301.075.269;29.185.868;0.944798824700584;437.210.484.446.022;162.452.012.169.811;148.925.809.698.409;0.362149075311527;184.201.262.731.648
104800;103;3;0;1;0;0;0;7311;28.193;77.409.163;22.082.019;0.540505377772009;394.876.352.846.008;422.490.745.973.568;125.240.901.091.135;0.23612495387446;208.260.594.212.577
210000;82;2;0;1;0;0;0;13505;19.642;404.426.559;24.096.386;0.52371666466234;0.979940188654684;112.369.806.971.331;11.730.306.694.595;0.501547803437787;12.000.322.162.969
226000;106;3;0;1;0;0;0;17218;43.327;498.652.291;0.8086253;0.191971083782553;130.736.073.828.689;0.83158378331091;134.529.013.581.751;0.811215357818081;126.888.172.827.455
102000;56;1;0;1;0;0;0;8154;20.889;208.747.515;270.377.734;0.174858658646055;298.971.901.734.833;0.240664311845138;242.909.815.558.611;0.269786008421816;0.577376045809456
57000;55;2;0;1;0;0;0;8911;21.941;158.924.205;68.292.683;0.566316317413273;493.995.649.268.793;223.691.934.269.164;118.777.153.635.567;0.228313449806456;242.655.975.931.148
28000;53;2;0;1;0;0;0;5422;19.112;44.444.444;203.174.603;0.491966468037963;0.404101531971339;0.52063046304183;214.529.396.402.364;0.374334136651314;0.329765998690037
60000;77;3;0;1;0;0;0;6518;22.765;60.714.286;76.785.714;0.351698353903233;137.741.016.610.088;133.167.473.311.472;125.837.725.161.319;0.230700650513315;138.385.825.780.131
99000;70;2;0;1;0;0;0;8837;26.367;131.205.674;60.283.688;0.394533849540045;0.33023360140696;0.716504134191026;173.160.931.337.883;109.351.590.202.906;0.564005433298619
149000;121;4;0;1;0;0;0;11134;20.656;280.918.728;12.367.491;0.646602735890254;472.047.063.889.183;26.995.848.632.289;0.320753901609412;0.465192850911722;252.716.377.950.545
98000;99;3;0;1;0;0;0;8815;27.461;18.989.547;76.655.052;0.422445317411733;417.961.226.374.807;194.516.779.992.454;408.983.180.799.233;0.204034352590498;0.496674634748648
28000;53;2;0;1;0;0;0;4714;17.235;35.502.959;154.302.671;0.359305811686082;0.538824463031439;0.348343051287205;192.706.054.874.808;0.554591810203178;0.656284622674655
50000;67;2;0;1;0;0;0;5256;21.447;39.622.642;126.415.094;0.484117848434824;341.635.015.584.981;115.807.866.020.597;175.452.564.053.454;0.410708089965893;0.984641822053087
126000;85;3;0;1;0;0;1;9430;28.512;19.047.619;107.569.721;0.319971547942542;0.210838417261004;104.863.191.764.484;146.438.718.153.997;113.841.744.069.422;0.269372050926015
31000;53;2;0;1;0;0;0;5033;17.962;41.584.158;269.306.931;0.360504462610039;0.187260583804831;0.407349130651114;230.225.515.014.225;0.541092289201803;0.377602648471203
309999;100;3;0;2;0;0;0;18506;40.388;534.313.725;56.372.549;0.113824245921735;120.580.283.645.948;0.917995060993404;0.137158882657104;0.495975356641447;144.373.024.517.343
79000;53;4;0;1;0;0;0;9593;20.218;204.439.252;127.336.449;0.32412463224367;0.508233227288132;0.304474758085697;192.562.792.054.369;0.608733964645124;0.707556802720192
65000;68;3;0;1;0;0;0;6328;21.76;59.615.385;143.953.935;0.179372856945172;0.401847938010606;108.113.566.677.265;170.602.314.890.667;158.494.504.896.706;0.406871414741911
83000;60;2;0;1;0;0;0;8815;27.461;18.989.547;76.655.052;0.450127348065633;404.529.505.382.988;185.997.910.060.768;395.493.806.030.876;0.0725019786685737;0.37234022322953
245000;200;4;0;2;0;0;0;9578;26.715;19.2;4.4;0.464947699245109;188.398.249.759.289;209.147.307.679.255;265.562.782.423.629;0.493415054915106;0.487960621801103
115000;85;3;1;2;0;0;1;10179;10.12;301.075.269;29.185.868;0.794885783648675;421.260.024.899.067;149.027.895.548.611;152.540.803.911.079;0.479734268308306;16.841.601.645.798
210000;80;3;0;1;0;0;1;15683;31.707;443.835.616;82.191.781;0.213066826689466;0.386388587183136;0.176370506217824;151.620.066.665.154;0.315715376421183;0.374169459315278
375000;149;4;1;2;0;0;1;15008;35.294;406.557.377;85.245.902;0.727855048542362;166.295.018.805.229;0.329880872423936;182.451.856.729.066;0.266612136035511;161.670.936.894.212
39200;85;3;0;1;0;0;0;5659;19.795;5.124.451;243.045.388;0.31366772440087;0.281545657066121;103.902.420.468.485;163.571.825.567.203;145.591.161.453.542;0.298469884861194
399500;112;3;0;3;1;0;0;15146;23.611;45.325.779;88.068.182;0.125545504582993;168.301.866.480.073;0.60636879427725;153.706.984.370.888;0.77328756239005;0.836297365693682
250000;259;5;0;2;1;0;0;7854;31.767;69.724.771;36.697.248;0.460697844388728;401.516.026.519.234;429.443.851.856.123;117.223.527.125.272;0.275568737216071;215.821.272.168.896
98000;60;2;0;1;0;0;0;9244;25.96;162.011.173;77.994.429;0.352077073952986;14.517.881.757.437;166.392.996.399.956;230.175.736.127.234;0.298165875831064;0.325798675140926
98000;60;2;0;1;0;0;0;9244;25.96;162.011.173;77.994.429;0.353405183343782;143.863.451.332.257;166.695.883.901.919;229.163.704.625.335;0.310827418057978;0.326557056450647
227000;105;4;0;2;0;0;0;15347;38.052;445.652.174;63.180.828;0.4150165157338;242.548.365.294.654;0.335376625176223;226.539.078.157.877;0.337758452186273;0.226595975459058
245000;173;4;0;3;0;0;0;9420;26.992;191.747.573;77.858.881;0.58671848884142;204.963.448.798.617;187.394.146.356.805;29.138.130.899.514;0.365126489530159;0.598992442645995
40500;66;3;0;1;0;0;0;4189;11.105;19.169.329;76.677.316;0.396486748902579;172.779.640.916.419;124.639.570.437.233;128.679.927.484.927;0.641161899797792;168.127.992.647.406
124000;62;3;1;1;0;0;0;8415;27.751;112.087.912;105.494.505;0.265287819474272;0.525858934192038;0.937566060995177;181.058.358.290.366;132.962.780.466.899;0.498008421738409
224000;87;4;0;1;1;0;1;15067;33.498;40;32.258.065;0.39881566700359;101.651.315.891.827;112.931.231.579.559;0.938540235932369;0.612176033474929;107.044.409.967.321
75000;58;2;0;1;0;0;0;10004;30.153;179.144.385;101.604.278;0.417172778581415;122.851.940.768.497;138.054.214.649.479;191.895.173.455.072;0.110038971830125;0.724120759972209
58000;68;2;0;1;0;0;0;5256;21.447;39.622.642;126.415.094;0.403366763398771;32.855.824.398.972;106.357.036.157.628;18.848.483.487.542;0.452083289279038;0.850422501093818
31000;48;2;0;1;0;0;0;4189;12.57;19.512.195;109.756.098;0.148448834444808;449.824.704.368.461;479.708.985.894.089;0.605130399377859;0.179836980122965;271.075.696.010.871
37000;53;2;0;1;0;0;0;6124;18.923;68.807.339;201.372.998;0.316667530526746;0.294104269327183;0.349638161302775;217.772.902.409.909;0.547433101958951;0.445455185327996
26000;41;2;0;1;0;0;0;7282;26.648;109.048.724;185.185.185;0.8054545363542;0.677380296086786;0.830408620613103;211.622.932.031.942;0.111975244588885;0.328990003107429
58000;107;3;0;1;0;0;0;7296;24.524;77.067.669;122.180.451;0.339150741999084;323.303.273.494.975;107.681.556.469.442;191.119.959.520.522;0.492951322700246;0.820184596570215
30000;53;2;0;1;0;0;0;12312;25.071;32.166.302;87.527.352;0.456491136198601;0.0893640117346601;0.514669989412578;213.559.208.189.014;0.458339761312589;0.448084777490058
48400;58;2;0;1;0;0;0;9555;7.403;221.024.259;153.432.032;0.181613784774649;187.402.085.626.775;223.044.049.423.342;107.618.319.792.208;138.120.960.814.139;191.873.339.335.837
31900;48;2;0;1;0;0;0;8682;17.539;139.116.203;36.006.547;0.50704313374751;457.525.156.892.274;489.396.483.710.217;0.551997265961608;0.0154299605934975;301.840.385.891.877
31500;50;2;0;1;0;0;0;5892;19.669;6.557.377;205.882.353;0.658336883955897;0.571825686129558;0.680620778465887;207.384.701.931.536;0.221527251348453;0.339591254403124
116000;82;3;0;1;0;0;0;9300;27.156;183.098.592;66.901.408;0.343062633547723;118.212.836.391.881;144.917.143.724.883;190.363.971.939.016;0.168684075929891;0.696273349154583
160000;128;2;0;1;0;0;0;9579;15.437;184.090.909;47.835.991;0.764120784966318;487.394.364.525.249;286.968.275.606.847;0.275608749518547;0.635329623501941;269.814.530.787.155
40000;67;2;0;1;0;0;0;7093;24.746;92.409.241;85.808.581;0.383629288905505;331.361.341.496.341;0.933418047485938;195.351.853.479.591;0.307936072117691;0.820681829392527
34200;73;2;0;1;0;0;0;4686;16.481;17.595.308;46.920.821;0.416942336404735;474.833.781.116.357;505.469.861.013.617;0.334479527006515;0.101418030152192;298.664.887.961.472
97000;77;2;0;1;0;0;0;9705;32.705;173.737.374;24.242.424;0.195757561179041;426.154.700.034.651;243.237.252.541.238;0.793409077998421;0.420869913493012;21.655.308.382.582
355000;114;3;0;1;0;0;0;15349;24.553;411.255.411;47.619.048;0.235034788803736;138.389.169.742.719;0.948484807326298;0.309222335197672;0.132613653380197;159.314.279.586.375
450000;148;4;1;2;0;1;1;18467;30.099;53.596.615;0.7042254;0.429877053532442;111.425.406.163.637;0.978833822203259;131.823.040.267.624;0.571271791351179;131.921.153.997.586
240000;102;3;1;1;0;0;0;11554;36.58;250.755.287;0.9090909;0.670106960220192;202.150.594.885.716;158.515.685.962.087;273.683.718.525.993;0.275249486783837;0.669217594897001
177500;70;2;0;1;0;0;0;16881;36.517;448.328.267;2.435.312;0.160841378960636;0.671864290680665;0.785474189483907;111.996.664.423.671;0.70155075503748;0.725973530700438
68000;83;2;0;1;0;0;0;6472;23.674;6.231.003;53.191.489;0.331202415873962;177.754.053.027.382;235.807.024.254.177;157.149.059.754.368;179.172.251.918.467;188.210.728.608.309
39000;47;2;0;2;0;0;0;17297;38.17;515.815.085;68.292.683;0.915130936156242;0.200836835430497;0.403557169980417;0.995608481361405;0.404896978202473;0.640402909510074
68000;76;2;0;1;0;0;0;6472;23.674;6.231.003;53.191.489;0.331042318553053;178.376.556.410.442;236.472.446.472.282;157.252.151.861.344;178.938.432.078.166;188.886.892.376.058
97000;130;2;0;1;0;0;0;8342;22.36;131.078.224;57.082.452;1.083.326.107.763;107.902.159.911.289;132.192.898.203.696;0.904861759855785;0.552137628301224;13.812.622.636.092
97000;130;2;0;1;0;0;0;8342;22.36;131.078.224;57.082.452;108.250.089.218.664;10.664.220.962.709;130.632.534.725.054;0.915195204609819;0.542699540301759;137.339.970.481.572
115000;112;3;1;1;0;0;0;9430;37.931;145.552.561;34.946.237;0.106419753436076;400.783.882.373.044;226.451.172.273.122;103.515.929.043.595;0.490157599778223;195.142.140.733.482
89000;72;3;1;1;0;1;1;7899;25.937;142.201.835;107.798.165;0.264946731825893;317.704.139.422.516;147.728.700.223.608;182.319.226.679.262;0.593669704937284;106.787.060.524.584
87000;74;3;0;2;0;0;0;17155;34.241;490.598.291;35.897.436;0.434946101766623;111.051.896.027.855;0.964565567966124;103.812.804.008.084;0.761756335244816;0.97983302995966
99000;66;2;0;1;0;0;0;9399;32.146;130.813.953;6.122.449;0.275650072527129;0.584225699492114;0.987905100675986;172.715.355.998.007;129.292.500.755.036;0.58840494752766
112000;77;3;0;2;0;0;0;9180;31.205;12.633.833;27.837.259;0.204230946369758;443.246.738.980.572;282.688.699.405.016;0.928876587965048;0.824110897904695;25.036.467.148.615
123000;77;3;0;2;0;0;0;9670;40.737;160.206.718;18.041.237;0.268234748565408;444.410.302.596.968;267.992.046.103.401;0.736830003782957;0.594067893633881;240.401.249.624.557
126000;85;3;0;2;0;0;0;9430;28.512;19.047.619;107.569.721;0.277216326720594;0.254487864265088;109.063.497.124.023;142.065.819.044.829;111.069.597.596.925;0.31303724531294
121000;89;3;0;2;0;0;0;10162;40.222;153.361.345;48.319.328;0.763564253568607;423.677.284.458.475;427.273.053.387.262;0.966879497912827;152.761.094.398.107;105.695.718.786.448
149000;109;4;0;3;0;0;0;10782;24.868;229.122.056;10.706.638;0.270120075984785;434.514.302.977.159;242.427.445.343.992;0.677628883168938;0.307949452490608;219.420.000.056.219
78000;70;2;0;1;0;0;0;9273;24.965;194.244.604;96.402.878;0.427869332526823;17.496.919.728.904;0.727753742165197;186.723.742.810.192;0.617220699168705;104.284.349.985.467
126000;92;4;0;3;0;0;0;15735;27.479;466.076.696;56.047.198;0.134241151042917;144.691.335.954.637;0.778343613690466;134.335.745.689.947;102.939.109.482.935;119.372.273.917.708
132000;89;3;0;2;0;0;0;9293;37.079;148.351.648;4.029.304;0.542386033288788;436.598.402.076.254;438.291.118.726.904;0.737609051328173;141.932.104.669.487;125.144.644.855.301
115000;89;3;0;2;0;0;0;8797;29.468;132.616.487;34.050.179;0.164986656372226;440.175.437.614.124;436.366.009.601.763;0.218610449087871;0.925988115649309;162.863.667.820.818
193000;100;4;0;3;0;0;0;8464;5.297;187.039.764;28.023.599;0.289825873524931;0.74505906707305;114.396.240.405.209;162.839.564.712.533;129.043.752.273.114;0.741409908647489
104000;94;4;0;3;0;0;0;15468;34.106;410.714.286;53.691.275;0.618019158996415;0.320709630843731;0.109372075771358;0.945539328215296;0.0799520439702192;0.530941604347523
177500;58;3;0;1;0;0;0;16881;36.517;448.328.267;2.435.312;0.133343862011464;0.687301259382309;0.808336247145879;113.337.746.817.878;0.710599634868398;0.741173890327875
105000;78;3;1;2;0;0;1;8932;11.142;214.285.714;24.657.534;0.968557316783763;353.523.566.060.391;370.561.766.810.777;120.190.570.276.008;0.997600970753845;0.814204011128818
275000;115;3;1;2;0;0;1;16826;29.487;412.541.254;144.736.842;0.533638619009246;0.668990082557367;0.536893740344888;209.203.373.771.098;0.553975460261419;0.955992793387593
124000;62;3;1;1;0;0;0;9066;28.889;147.699.758;33.898.305;0.269565241539924;0.652990756651193;105.460.185.798.041;168.265.151.532.106;129.609.679.535.545;0.653739659925165
115000;84;3;1;1;0;0;1;6197;10.911;91.836.735;28.061.224;0.142338133744211;458.360.506.551.941;454.552.007.866.304;0.125664307894174;107.320.787.129.173;176.119.272.412.594
136000;71;3;1;1;0;1;1;9420;26.992;191.747.573;77.858.881;0.589275160242266;205.045.486.787.853;190.290.541.810.869;288.987.864.139.806;0.351083169428794;0.602890450484897
385000;110;3;1;2;0;0;1;12130;39.392;323.943.662;3.286.385;0.516808395418982;116.447.608.873.452;13.208.369.867.185;122.122.849.774.964;0.810920983989747;12.144.926.520.461
247500;65;2;1;1;0;1;0;14407;27.325;386.481.802;83.188.908;0.236705896002177;0.649766472987822;105.291.138.985.071;14.497.921.094.447;0.228512738915626;104.146.625.712.141
226000;106;3;1;1;0;0;1;17428;47.802;45.526.839;11.928.429;0.24983868375951;131.568.040.323.907;0.785139707093507;143.490.843.589.563;0.769914321894075;12.565.547.412.841
315000;105;3;1;2;0;0;0;15063;30.146;399.470.899;34.482.759;0.0502639089318774;183.487.369.816.732;0.361957131528681;204.384.801.852.603;0.903262403284145;0.706743323355969
315000;105;3;1;2;0;0;0;16308;22.216;43.768.546;56.463.596;0.0694132074809005;185.922.156.014.083;0.30075321947646;203.512.270.147.724;0.844102810676128;0.67685320013751
98815;79;3;1;1;0;0;1;8510;29.514;111.872.146;47.945.205;0.0551068007392575;425.635.527.519.968;269.218.875.050.589;102.886.689.792.951;0.802695835727569;234.666.758.318.403
97000;82;3;1;1;0;0;1;8797;29.468;132.616.487;34.050.179;0.305963573728298;426.118.316.381.184;422.866.706.107.188;0.324798084999278;0.782826034458712;157.732.269.109.747
65000;87;3;0;1;0;0;0;9412;30.68;19.020.979;74.125.874;0.424274805974789;340.783.893.252.544;125.424.082.528.359;170.528.148.008.222;0.493143457423556;102.609.020.363.239
280000;123;3;0;1;0;0;0;18705;32.172;512.315.271;66.666.667;0.579085177759202;13.451.014.655.119;0.321928605588844;0.756568384232784;113.922.172.770.334;0.854288575584727
180000;95;4;1;1;0;1;1;17336;34.963;47.5;19.677.996;149.168.246.739.271;140.216.344.990.538;146.308.471.909.665;0.883133271703467;0.0896898590822133;155.209.636.902.285
93000;100;3;1;1;1;0;1;4189;11.105;19.169.329;76.677.316;0.332021897179141;178.736.175.335.067;118.262.320.269.774;135.548.334.431.078;0.686054001333879;166.184.740.160.656
70000;83;1;0;1;0;0;0;7995;19.899;134.730.539;71.856.287;0.54158449618145;164.208.356.298.206;234.447.812.812.217;176.682.275.419.772;200.707.549.560.355;180.591.136.552.274
40000;66;1;0;1;0;0;0;8682;17.539;139.116.203;36.006.547;0.61272138849939;38.291.192.323.564;412.653.543.721.752;126.798.950.753.772;0.0800233006289268;226.362.688.757.881
368000;110;3;0;2;0;0;0;16308;22.216;43.768.546;56.463.596;0.295337670047014;206.747.652.315.318;0.112056898606297;217.782.563.878.617;0.629319894069492;0.475632186519133
273000;65;2;0;1;0;0;0;18644;33.239;512.465.374;38.781.163;0.640226463279151;0.679715943311686;0.527007027386063;0.898624535655631;0.967511238314349;0.714591175454725
63108;127;2;0;1;0;0;0;5659;19.795;5.124.451;243.045.388;0.306819312375071;0.304128548576589;107.028.199.317.371;161.218.627.363.366;145.287.219.089.766;0.324640465352569
97000;77;3;0;1;0;0;0;9430;37.931;145.552.561;34.946.237;0.0822207297266105;406.723.264.042.893;230.559.170.451.972;0.979550637955485;0.50308998045414;200.291.800.694.409
97000;92;3;0;1;0;0;0;7369;24.168;72.340.426;554.371;0.151804952252145;436.911.110.643.923;466.837.217.615.634;0.729418941847986;0.197294461735029;26.251.045.559.246
29000;44;2;0;1;0;0;0;4686;16.481;17.595.308;46.920.821;0.400943026272217;469.525.373.481.533;500.345.427.722.139;0.387749678549085;0.115276583776919;296.999.857.768.915
177500;66;3;0;1;0;1;0;12179;33.89;325.791.855;7.239.819;0.0929807346488997;0.680573568990241;0.810960322541849;116.905.096.037.217;0.696456067806875;0.734000249722237
99000;119;3;0;1;0;0;1;7820;17.528;139.372.822;59.336.824;0.760952938265929;376.811.888.278.196;403.502.672.052.045;138.644.062.251.499;0.223989965784388;187.767.049.376.163
